TaskID,TaskType,ArrivalHour,GPU_Demand,EstimatedDuration_min,DelaySensitivity,SourceRegion,MaxLatency_ms,LatestFinishHour,EarliestStartHour,ExecutionMode,Duration_h,FinishIfArrival
42640,BatchInference,59,7,47,Medium,RegionD,80,2406,59,NonPreemptive,0.7833333333333333,59.78333333333333
42641,AITraining,1263,96,38,Low,RegionE,150,2406,1263,NonPreemptive,0.6333333333333333,1263.6333333333334
42642,RealTimeInference,2382,1,210,High,RegionC,20,2386,2382,NonPreemptive,3.5,2385.5
42643,BatchInference,2031,18,230,Medium,RegionA,80,2406,2031,NonPreemptive,3.8333333333333335,2034.8333333333333
42644,RealTimeInference,1035,2,87,High,RegionA,20,1037,1035,NonPreemptive,1.45,1036.45
42645,RealTimeInference,1683,7,235,High,RegionB,20,1687,1683,NonPreemptive,3.9166666666666665,1686.9166666666667
42646,AITraining,1395,82,326,Low,RegionE,150,2406,1395,NonPreemptive,5.433333333333334,1400.4333333333334
42647,AITraining,2079,54,96,Low,RegionE,150,2406,2079,NonPreemptive,1.6,2080.6
42648,AITraining,1048,116,291,Low,RegionF,150,2406,1048,NonPreemptive,4.85,1052.85
42649,BatchInference,854,23,221,Medium,RegionF,80,2406,854,NonPreemptive,3.683333333333333,857.6833333333333
42650,AITraining,1597,52,361,Low,RegionC,150,2406,1597,NonPreemptive,6.016666666666667,1603.0166666666667
42651,AITraining,2083,114,395,Low,RegionD,150,2406,2083,NonPreemptive,6.583333333333333,2089.5833333333335
42652,AITraining,303,92,84,Low,RegionD,150,2406,303,NonPreemptive,1.4,304.4
42653,AITraining,158,116,91,Low,RegionE,150,2406,158,NonPreemptive,1.5166666666666666,159.51666666666668
42654,BatchInference,817,23,342,Medium,RegionD,80,2406,817,NonPreemptive,5.7,822.7
42655,AITraining,1266,21,13,Low,RegionF,150,2406,1266,NonPreemptive,0.21666666666666667,1266.2166666666667
42656,RealTimeInference,1489,4,243,High,RegionA,20,1494,1489,NonPreemptive,4.05,1493.05
42657,RealTimeInference,1203,4,226,High,RegionA,20,1207,1203,NonPreemptive,3.7666666666666666,1206.7666666666667
42658,BatchInference,1171,4,88,Medium,RegionB,80,2406,1171,NonPreemptive,1.4666666666666666,1172.4666666666667
42659,AITraining,748,99,159,Low,RegionD,150,2406,748,NonPreemptive,2.65,750.65
42660,AITraining,868,103,223,Low,RegionE,150,2406,868,NonPreemptive,3.716666666666667,871.7166666666667
42661,RealTimeInference,2210,2,162,High,RegionC,20,2213,2210,NonPreemptive,2.7,2212.7
42662,RealTimeInference,205,6,37,High,RegionE,20,206,205,NonPreemptive,0.6166666666666667,205.61666666666667
42663,BatchInference,2388,7,374,Medium,RegionA,80,2406,2388,NonPreemptive,6.233333333333333,2394.233333333333
42664,RealTimeInference,1107,2,320,High,RegionA,20,1113,1107,NonPreemptive,5.333333333333333,1112.3333333333333
42665,BatchInference,1663,13,116,Medium,RegionC,80,2406,1663,NonPreemptive,1.9333333333333333,1664.9333333333334
42666,BatchInference,292,5,314,Medium,RegionD,80,2406,292,NonPreemptive,5.233333333333333,297.23333333333335
42667,RealTimeInference,108,4,253,High,RegionC,20,113,108,NonPreemptive,4.216666666666667,112.21666666666667
42668,BatchInference,690,5,137,Medium,RegionE,80,2406,690,NonPreemptive,2.283333333333333,692.2833333333333
42669,BatchInference,1862,4,33,Medium,RegionA,80,2406,1862,NonPreemptive,0.55,1862.55
42670,BatchInference,1320,16,275,Medium,RegionA,80,2406,1320,NonPreemptive,4.583333333333333,1324.5833333333333
42671,RealTimeInference,922,5,111,High,RegionA,20,924,922,NonPreemptive,1.85,923.85
42672,AITraining,1537,73,275,Low,RegionD,150,2406,1537,NonPreemptive,4.583333333333333,1541.5833333333333
42673,RealTimeInference,1298,2,377,High,RegionB,20,1305,1298,NonPreemptive,6.283333333333333,1304.2833333333333
42674,AITraining,2350,50,282,Low,RegionF,150,2406,2350,NonPreemptive,4.7,2354.7
42675,AITraining,2314,18,265,Low,RegionF,150,2406,2314,NonPreemptive,4.416666666666667,2318.4166666666665
42676,RealTimeInference,1805,6,182,High,RegionA,20,1809,1805,NonPreemptive,3.033333333333333,1808.0333333333333
42677,AITraining,120,19,284,Low,RegionD,150,2406,120,NonPreemptive,4.733333333333333,124.73333333333333
42678,AITraining,746,26,344,Low,RegionD,150,2406,746,NonPreemptive,5.733333333333333,751.7333333333333
42679,BatchInference,403,23,366,Medium,RegionC,80,2406,403,NonPreemptive,6.1,409.1
42680,BatchInference,761,20,267,Medium,RegionD,80,2406,761,NonPreemptive,4.45,765.45
42681,RealTimeInference,1853,6,36,High,RegionC,20,1854,1853,NonPreemptive,0.6,1853.6
42682,RealTimeInference,1973,2,289,High,RegionF,20,1978,1973,NonPreemptive,4.816666666666666,1977.8166666666666
42683,AITraining,660,114,321,Low,RegionC,150,2406,660,NonPreemptive,5.35,665.35
42684,AITraining,570,49,170,Low,RegionD,150,2406,570,NonPreemptive,2.8333333333333335,572.8333333333334
42685,BatchInference,817,11,329,Medium,RegionC,80,2406,817,NonPreemptive,5.483333333333333,822.4833333333333
42686,AITraining,1729,34,13,Low,RegionE,150,2406,1729,NonPreemptive,0.21666666666666667,1729.2166666666667
42687,RealTimeInference,1916,7,181,High,RegionC,20,1920,1916,NonPreemptive,3.0166666666666666,1919.0166666666667
42688,RealTimeInference,1557,7,21,High,RegionD,20,1558,1557,NonPreemptive,0.35,1557.35
42689,AITraining,259,86,42,Low,RegionB,150,2406,259,NonPreemptive,0.7,259.7
42690,RealTimeInference,2246,6,168,High,RegionA,20,2249,2246,NonPreemptive,2.8,2248.8
42691,RealTimeInference,1389,5,380,High,RegionB,20,1396,1389,NonPreemptive,6.333333333333333,1395.3333333333333
42692,AITraining,424,107,178,Low,RegionE,150,2406,424,NonPreemptive,2.966666666666667,426.96666666666664
42693,BatchInference,2076,13,298,Medium,RegionD,80,2406,2076,NonPreemptive,4.966666666666667,2080.9666666666667
42694,RealTimeInference,119,2,168,High,RegionC,20,122,119,NonPreemptive,2.8,121.8
42695,BatchInference,628,16,67,Medium,RegionF,80,2406,628,NonPreemptive,1.1166666666666667,629.1166666666667
42696,BatchInference,1313,18,56,Medium,RegionA,80,2406,1313,NonPreemptive,0.9333333333333333,1313.9333333333334
42697,RealTimeInference,769,7,213,High,RegionA,20,773,769,NonPreemptive,3.55,772.55
42698,BatchInference,1858,8,15,Medium,RegionC,80,2406,1858,NonPreemptive,0.25,1858.25
42699,AITraining,2192,105,86,Low,RegionE,150,2406,2192,NonPreemptive,1.4333333333333333,2193.4333333333334
42700,RealTimeInference,1500,3,200,High,RegionC,20,1504,1500,NonPreemptive,3.3333333333333335,1503.3333333333333
42701,BatchInference,728,5,36,Medium,RegionF,80,2406,728,NonPreemptive,0.6,728.6
42702,RealTimeInference,477,6,304,High,RegionA,20,483,477,NonPreemptive,5.066666666666666,482.06666666666666
42703,AITraining,819,17,109,Low,RegionD,150,2406,819,NonPreemptive,1.8166666666666667,820.8166666666667
42704,AITraining,1384,68,15,Low,RegionD,150,2406,1384,NonPreemptive,0.25,1384.25
42705,BatchInference,1617,14,49,Medium,RegionC,80,2406,1617,NonPreemptive,0.8166666666666667,1617.8166666666666
42706,RealTimeInference,1269,2,336,High,RegionC,20,1275,1269,NonPreemptive,5.6,1274.6
42707,BatchInference,1215,9,257,Medium,RegionE,80,2406,1215,NonPreemptive,4.283333333333333,1219.2833333333333
42708,RealTimeInference,247,4,194,High,RegionE,20,251,247,NonPreemptive,3.2333333333333334,250.23333333333332
42709,BatchInference,1874,15,167,Medium,RegionA,80,2406,1874,NonPreemptive,2.783333333333333,1876.7833333333333
42710,AITraining,2330,110,231,Low,RegionD,150,2406,2330,NonPreemptive,3.85,2333.85
42711,BatchInference,2247,12,162,Medium,RegionC,80,2406,2247,NonPreemptive,2.7,2249.7
42712,BatchInference,903,6,182,Medium,RegionD,80,2406,903,NonPreemptive,3.033333333333333,906.0333333333333
42713,RealTimeInference,1396,1,302,High,RegionC,20,1402,1396,NonPreemptive,5.033333333333333,1401.0333333333333
42714,RealTimeInference,666,1,246,High,RegionC,20,671,666,NonPreemptive,4.1,670.1
42715,BatchInference,345,15,129,Medium,RegionA,80,2406,345,NonPreemptive,2.15,347.15
42716,RealTimeInference,53,3,391,High,RegionA,20,60,53,NonPreemptive,6.516666666666667,59.516666666666666
42717,AITraining,1909,21,329,Low,RegionD,150,2406,1909,NonPreemptive,5.483333333333333,1914.4833333333333
42718,BatchInference,1781,22,38,Medium,RegionC,80,2406,1781,NonPreemptive,0.6333333333333333,1781.6333333333334
42719,BatchInference,1396,9,171,Medium,RegionD,80,2406,1396,NonPreemptive,2.85,1398.85
42720,RealTimeInference,1662,2,387,High,RegionC,20,1669,1662,NonPreemptive,6.45,1668.45
42721,BatchInference,969,14,11,Medium,RegionF,80,2406,969,NonPreemptive,0.18333333333333332,969.1833333333333
42722,RealTimeInference,735,2,96,High,RegionA,20,737,735,NonPreemptive,1.6,736.6
42723,AITraining,27,50,308,Low,RegionD,150,2406,27,NonPreemptive,5.133333333333334,32.13333333333333
42724,RealTimeInference,1734,6,143,High,RegionB,20,1737,1734,NonPreemptive,2.3833333333333333,1736.3833333333334
42725,AITraining,1659,71,262,Low,RegionE,150,2406,1659,NonPreemptive,4.366666666666666,1663.3666666666666
42726,BatchInference,666,8,148,Medium,RegionD,80,2406,666,NonPreemptive,2.466666666666667,668.4666666666667
42727,RealTimeInference,640,4,194,High,RegionC,20,644,640,NonPreemptive,3.2333333333333334,643.2333333333333
42728,RealTimeInference,1242,2,272,High,RegionA,20,1247,1242,NonPreemptive,4.533333333333333,1246.5333333333333
42729,RealTimeInference,90,5,81,High,RegionA,20,92,90,NonPreemptive,1.35,91.35
42730,AITraining,1183,107,337,Low,RegionD,150,2406,1183,NonPreemptive,5.616666666666666,1188.6166666666666
42731,RealTimeInference,606,4,117,High,RegionB,20,608,606,NonPreemptive,1.95,607.95
42732,BatchInference,1904,14,126,Medium,RegionD,80,2406,1904,NonPreemptive,2.1,1906.1
42733,RealTimeInference,1071,3,163,High,RegionC,20,1074,1071,NonPreemptive,2.716666666666667,1073.7166666666667
42734,RealTimeInference,2137,4,363,High,RegionD,20,2144,2137,NonPreemptive,6.05,2143.05
42735,BatchInference,2052,6,322,Medium,RegionA,80,2406,2052,NonPreemptive,5.366666666666666,2057.366666666667
42736,BatchInference,198,9,157,Medium,RegionB,80,2406,198,NonPreemptive,2.6166666666666667,200.61666666666667
42737,RealTimeInference,823,3,178,High,RegionB,20,826,823,NonPreemptive,2.966666666666667,825.9666666666667
42738,BatchInference,1976,4,201,Medium,RegionC,80,2406,1976,NonPreemptive,3.35,1979.35
42739,RealTimeInference,1211,5,21,High,RegionC,20,1212,1211,NonPreemptive,0.35,1211.35
42740,BatchInference,81,15,291,Medium,RegionE,80,2406,81,NonPreemptive,4.85,85.85
42741,AITraining,970,57,165,Low,RegionF,150,2406,970,NonPreemptive,2.75,972.75
42742,RealTimeInference,218,4,313,High,RegionA,20,224,218,NonPreemptive,5.216666666666667,223.21666666666667
42743,RealTimeInference,2162,2,108,High,RegionA,20,2164,2162,NonPreemptive,1.8,2163.8
42744,BatchInference,2253,7,49,Medium,RegionC,80,2406,2253,NonPreemptive,0.8166666666666667,2253.8166666666666
42745,AITraining,1813,32,81,Low,RegionE,150,2406,1813,NonPreemptive,1.35,1814.35
42746,BatchInference,593,15,334,Medium,RegionE,80,2406,593,NonPreemptive,5.566666666666666,598.5666666666667
42747,RealTimeInference,2332,7,147,High,RegionD,20,2335,2332,NonPreemptive,2.45,2334.45
42748,RealTimeInference,655,7,88,High,RegionA,20,657,655,NonPreemptive,1.4666666666666666,656.4666666666667
42749,BatchInference,1219,19,41,Medium,RegionB,80,2406,1219,NonPreemptive,0.6833333333333333,1219.6833333333334
42750,BatchInference,1536,11,374,Medium,RegionB,80,2406,1536,NonPreemptive,6.233333333333333,1542.2333333333333
42751,BatchInference,899,17,97,Medium,RegionC,80,2406,899,NonPreemptive,1.6166666666666667,900.6166666666667
42752,RealTimeInference,80,7,113,High,RegionC,20,82,80,NonPreemptive,1.8833333333333333,81.88333333333334
42753,RealTimeInference,475,6,85,High,RegionC,20,477,475,NonPreemptive,1.4166666666666667,476.4166666666667
42754,AITraining,551,75,314,Low,RegionF,150,2406,551,NonPreemptive,5.233333333333333,556.2333333333333
42755,RealTimeInference,2310,5,29,High,RegionA,20,2311,2310,NonPreemptive,0.48333333333333334,2310.483333333333
42756,BatchInference,1784,19,237,Medium,RegionB,80,2406,1784,NonPreemptive,3.95,1787.95
42757,AITraining,1398,70,369,Low,RegionD,150,2406,1398,NonPreemptive,6.15,1404.15
42758,AITraining,876,26,186,Low,RegionE,150,2406,876,NonPreemptive,3.1,879.1
42759,AITraining,1470,107,183,Low,RegionE,150,2406,1470,NonPreemptive,3.05,1473.05
42760,BatchInference,467,11,349,Medium,RegionF,80,2406,467,NonPreemptive,5.816666666666666,472.81666666666666
42761,AITraining,1925,42,363,Low,RegionA,150,2406,1925,NonPreemptive,6.05,1931.05
42762,AITraining,1734,50,189,Low,RegionD,150,2406,1734,NonPreemptive,3.15,1737.15
42763,RealTimeInference,52,5,200,High,RegionA,20,56,52,NonPreemptive,3.3333333333333335,55.333333333333336
42764,AITraining,704,87,116,Low,RegionD,150,2406,704,NonPreemptive,1.9333333333333333,705.9333333333333
42765,BatchInference,2370,21,217,Medium,RegionD,80,2406,2370,NonPreemptive,3.6166666666666667,2373.616666666667
42766,AITraining,2026,98,344,Low,RegionF,150,2406,2026,NonPreemptive,5.733333333333333,2031.7333333333333
42767,AITraining,786,44,24,Low,RegionF,150,2406,786,NonPreemptive,0.4,786.4
42768,BatchInference,2278,11,268,Medium,RegionA,80,2406,2278,NonPreemptive,4.466666666666667,2282.4666666666667
42769,RealTimeInference,713,5,384,High,RegionA,20,720,713,NonPreemptive,6.4,719.4
42770,AITraining,1033,99,255,Low,RegionD,150,2406,1033,NonPreemptive,4.25,1037.25
42771,AITraining,67,63,213,Low,RegionE,150,2406,67,NonPreemptive,3.55,70.55
42772,BatchInference,1086,20,395,Medium,RegionD,80,2406,1086,NonPreemptive,6.583333333333333,1092.5833333333333
42773,RealTimeInference,1646,1,270,High,RegionC,20,1651,1646,NonPreemptive,4.5,1650.5
42774,AITraining,36,68,250,Low,RegionA,150,2406,36,NonPreemptive,4.166666666666667,40.166666666666664
42775,RealTimeInference,1832,7,277,High,RegionA,20,1837,1832,NonPreemptive,4.616666666666666,1836.6166666666666
42776,BatchInference,249,20,355,Medium,RegionB,80,2406,249,NonPreemptive,5.916666666666667,254.91666666666666
42777,RealTimeInference,1909,4,224,High,RegionB,20,1913,1909,NonPreemptive,3.7333333333333334,1912.7333333333333
42778,BatchInference,1426,23,260,Medium,RegionD,80,2406,1426,NonPreemptive,4.333333333333333,1430.3333333333333
42779,BatchInference,1849,21,224,Medium,RegionE,80,2406,1849,NonPreemptive,3.7333333333333334,1852.7333333333333
42780,BatchInference,132,17,375,Medium,RegionF,80,2406,132,NonPreemptive,6.25,138.25
42781,RealTimeInference,311,3,304,High,RegionA,20,317,311,NonPreemptive,5.066666666666666,316.06666666666666
42782,BatchInference,2109,14,227,Medium,RegionB,80,2406,2109,NonPreemptive,3.783333333333333,2112.7833333333333
42783,RealTimeInference,1465,7,303,High,RegionB,20,1471,1465,NonPreemptive,5.05,1470.05
42784,BatchInference,783,12,234,Medium,RegionC,80,2406,783,NonPreemptive,3.9,786.9
42785,BatchInference,1754,22,250,Medium,RegionD,80,2406,1754,NonPreemptive,4.166666666666667,1758.1666666666667
42786,BatchInference,57,23,170,Medium,RegionE,80,2406,57,NonPreemptive,2.8333333333333335,59.833333333333336
42787,AITraining,1709,92,44,Low,RegionA,150,2406,1709,NonPreemptive,0.7333333333333333,1709.7333333333333
42788,AITraining,27,83,140,Low,RegionD,150,2406,27,NonPreemptive,2.3333333333333335,29.333333333333332
42789,RealTimeInference,719,1,175,High,RegionA,20,722,719,NonPreemptive,2.9166666666666665,721.9166666666666
42790,RealTimeInference,77,2,386,High,RegionB,20,84,77,NonPreemptive,6.433333333333334,83.43333333333334
42791,RealTimeInference,2319,6,319,High,RegionB,20,2325,2319,NonPreemptive,5.316666666666666,2324.3166666666666
42792,RealTimeInference,2171,7,164,High,RegionC,20,2174,2171,NonPreemptive,2.7333333333333334,2173.733333333333
42793,AITraining,499,123,221,Low,RegionF,150,2406,499,NonPreemptive,3.683333333333333,502.68333333333334
42794,AITraining,1886,20,336,Low,RegionB,150,2406,1886,NonPreemptive,5.6,1891.6
42795,AITraining,235,73,132,Low,RegionD,150,2406,235,NonPreemptive,2.2,237.2
42796,AITraining,1258,22,99,Low,RegionD,150,2406,1258,NonPreemptive,1.65,1259.65
42797,BatchInference,1662,18,92,Medium,RegionC,80,2406,1662,NonPreemptive,1.5333333333333334,1663.5333333333333
42798,BatchInference,1360,13,371,Medium,RegionD,80,2406,1360,NonPreemptive,6.183333333333334,1366.1833333333334
42799,BatchInference,1183,23,360,Medium,RegionE,80,2406,1183,NonPreemptive,6.0,1189.0
42800,RealTimeInference,2288,4,97,High,RegionF,20,2290,2288,NonPreemptive,1.6166666666666667,2289.616666666667
42801,AITraining,2278,45,74,Low,RegionC,150,2406,2278,NonPreemptive,1.2333333333333334,2279.233333333333
42802,AITraining,1373,65,323,Low,RegionD,150,2406,1373,NonPreemptive,5.383333333333334,1378.3833333333334
42803,RealTimeInference,807,6,336,High,RegionB,20,813,807,NonPreemptive,5.6,812.6
42804,BatchInference,665,17,105,Medium,RegionD,80,2406,665,NonPreemptive,1.75,666.75
42805,RealTimeInference,2348,5,46,High,RegionC,20,2349,2348,NonPreemptive,0.7666666666666667,2348.766666666667
42806,RealTimeInference,110,6,243,High,RegionC,20,115,110,NonPreemptive,4.05,114.05
42807,BatchInference,376,10,50,Medium,RegionA,80,2406,376,NonPreemptive,0.8333333333333334,376.8333333333333
42808,AITraining,69,63,161,Low,RegionD,150,2406,69,NonPreemptive,2.683333333333333,71.68333333333334
42809,AITraining,1222,25,399,Low,RegionD,150,2406,1222,NonPreemptive,6.65,1228.65
42810,AITraining,542,18,263,Low,RegionE,150,2406,542,NonPreemptive,4.383333333333334,546.3833333333333
42811,AITraining,1670,89,94,Low,RegionE,150,2406,1670,NonPreemptive,1.5666666666666667,1671.5666666666666
42812,RealTimeInference,1167,4,203,High,RegionC,20,1171,1167,NonPreemptive,3.3833333333333333,1170.3833333333334
42813,BatchInference,642,7,181,Medium,RegionF,80,2406,642,NonPreemptive,3.0166666666666666,645.0166666666667
42814,RealTimeInference,2254,2,353,High,RegionA,20,2260,2254,NonPreemptive,5.883333333333334,2259.883333333333
42815,BatchInference,950,13,44,Medium,RegionB,80,2406,950,NonPreemptive,0.7333333333333333,950.7333333333333
42816,AITraining,1248,75,375,Low,RegionD,150,2406,1248,NonPreemptive,6.25,1254.25
42817,RealTimeInference,568,7,392,High,RegionB,20,575,568,NonPreemptive,6.533333333333333,574.5333333333333
42818,RealTimeInference,408,6,198,High,RegionC,20,412,408,NonPreemptive,3.3,411.3
42819,BatchInference,1602,8,183,Medium,RegionE,80,2406,1602,NonPreemptive,3.05,1605.05
42820,RealTimeInference,1214,4,110,High,RegionA,20,1216,1214,NonPreemptive,1.8333333333333333,1215.8333333333333
42821,RealTimeInference,1991,5,37,High,RegionA,20,1992,1991,NonPreemptive,0.6166666666666667,1991.6166666666666
42822,BatchInference,2063,22,271,Medium,RegionB,80,2406,2063,NonPreemptive,4.516666666666667,2067.516666666667
42823,RealTimeInference,1435,1,352,High,RegionB,20,1441,1435,NonPreemptive,5.866666666666666,1440.8666666666666
42824,RealTimeInference,999,5,138,High,RegionB,20,1002,999,NonPreemptive,2.3,1001.3
42825,AITraining,391,86,326,Low,RegionF,150,2406,391,NonPreemptive,5.433333333333334,396.43333333333334
42826,BatchInference,1153,15,90,Medium,RegionF,80,2406,1153,NonPreemptive,1.5,1154.5
42827,BatchInference,1257,21,205,Medium,RegionA,80,2406,1257,NonPreemptive,3.4166666666666665,1260.4166666666667
42828,RealTimeInference,700,5,18,High,RegionA,20,701,700,NonPreemptive,0.3,700.3
42829,AITraining,1459,106,160,Low,RegionD,150,2406,1459,NonPreemptive,2.6666666666666665,1461.6666666666667
42830,BatchInference,1833,6,274,Medium,RegionD,80,2406,1833,NonPreemptive,4.566666666666666,1837.5666666666666
42831,BatchInference,1281,14,381,Medium,RegionD,80,2406,1281,NonPreemptive,6.35,1287.35
42832,RealTimeInference,2167,2,130,High,RegionC,20,2170,2167,NonPreemptive,2.1666666666666665,2169.1666666666665
42833,RealTimeInference,1484,3,248,High,RegionA,20,1489,1484,NonPreemptive,4.133333333333334,1488.1333333333334
42834,RealTimeInference,1784,2,159,High,RegionA,20,1787,1784,NonPreemptive,2.65,1786.65
42835,BatchInference,1034,14,324,Medium,RegionB,80,2406,1034,NonPreemptive,5.4,1039.4
42836,RealTimeInference,773,7,248,High,RegionB,20,778,773,NonPreemptive,4.133333333333334,777.1333333333333
42837,AITraining,123,72,217,Low,RegionE,150,2406,123,NonPreemptive,3.6166666666666667,126.61666666666666
42838,BatchInference,1122,4,145,Medium,RegionE,80,2406,1122,NonPreemptive,2.4166666666666665,1124.4166666666667
42839,BatchInference,1017,23,81,Medium,RegionF,80,2406,1017,NonPreemptive,1.35,1018.35
42840,RealTimeInference,2339,2,276,High,RegionA,20,2344,2339,NonPreemptive,4.6,2343.6
42841,BatchInference,2329,11,296,Medium,RegionB,80,2406,2329,NonPreemptive,4.933333333333334,2333.9333333333334
42842,RealTimeInference,10,6,209,High,RegionB,20,14,10,NonPreemptive,3.4833333333333334,13.483333333333334
42843,RealTimeInference,560,3,393,High,RegionB,20,567,560,NonPreemptive,6.55,566.55
42844,RealTimeInference,505,4,210,High,RegionC,20,509,505,NonPreemptive,3.5,508.5
42845,RealTimeInference,962,4,343,High,RegionC,20,968,962,NonPreemptive,5.716666666666667,967.7166666666667
42846,AITraining,1854,28,289,Low,RegionF,150,2406,1854,NonPreemptive,4.816666666666666,1858.8166666666666
42847,AITraining,33,76,87,Low,RegionC,150,2406,33,NonPreemptive,1.45,34.45
42848,AITraining,940,87,317,Low,RegionD,150,2406,940,NonPreemptive,5.283333333333333,945.2833333333333
42849,RealTimeInference,565,7,397,High,RegionB,20,572,565,NonPreemptive,6.616666666666666,571.6166666666667
42850,AITraining,2054,26,243,Low,RegionE,150,2406,2054,NonPreemptive,4.05,2058.05
42851,AITraining,1941,116,320,Low,RegionF,150,2406,1941,NonPreemptive,5.333333333333333,1946.3333333333333
42852,RealTimeInference,741,6,398,High,RegionD,20,748,741,NonPreemptive,6.633333333333334,747.6333333333333
42853,AITraining,1776,18,329,Low,RegionB,150,2406,1776,NonPreemptive,5.483333333333333,1781.4833333333333
42854,RealTimeInference,237,3,263,High,RegionA,20,242,237,NonPreemptive,4.383333333333334,241.38333333333333
42855,AITraining,1442,48,163,Low,RegionD,150,2406,1442,NonPreemptive,2.716666666666667,1444.7166666666667
42856,RealTimeInference,250,6,204,High,RegionB,20,254,250,NonPreemptive,3.4,253.4
42857,BatchInference,469,17,375,Medium,RegionD,80,2406,469,NonPreemptive,6.25,475.25
42858,RealTimeInference,2147,6,88,High,RegionC,20,2149,2147,NonPreemptive,1.4666666666666666,2148.4666666666667
42859,BatchInference,447,15,117,Medium,RegionF,80,2406,447,NonPreemptive,1.95,448.95
42860,RealTimeInference,1580,6,186,High,RegionA,20,1584,1580,NonPreemptive,3.1,1583.1
42861,AITraining,2030,74,249,Low,RegionD,150,2406,2030,NonPreemptive,4.15,2034.15
42862,BatchInference,1892,6,125,Medium,RegionC,80,2406,1892,NonPreemptive,2.0833333333333335,1894.0833333333333
42863,BatchInference,770,23,151,Medium,RegionD,80,2406,770,NonPreemptive,2.5166666666666666,772.5166666666667
42864,RealTimeInference,992,3,133,High,RegionC,20,995,992,NonPreemptive,2.216666666666667,994.2166666666667
42865,AITraining,1609,43,21,Low,RegionF,150,2406,1609,NonPreemptive,0.35,1609.35
42866,RealTimeInference,1983,1,333,High,RegionA,20,1989,1983,NonPreemptive,5.55,1988.55
42867,BatchInference,841,4,14,Medium,RegionA,80,2406,841,NonPreemptive,0.23333333333333334,841.2333333333333
42868,BatchInference,1210,12,112,Medium,RegionB,80,2406,1210,NonPreemptive,1.8666666666666667,1211.8666666666666
42869,RealTimeInference,476,2,366,High,RegionB,20,483,476,NonPreemptive,6.1,482.1
42870,BatchInference,2238,8,127,Medium,RegionD,80,2406,2238,NonPreemptive,2.1166666666666667,2240.116666666667
42871,BatchInference,1930,10,278,Medium,RegionE,80,2406,1930,NonPreemptive,4.633333333333334,1934.6333333333334
42872,RealTimeInference,693,4,209,High,RegionE,20,697,693,NonPreemptive,3.4833333333333334,696.4833333333333
42873,AITraining,79,125,298,Low,RegionC,150,2406,79,NonPreemptive,4.966666666666667,83.96666666666667
42874,AITraining,1093,85,346,Low,RegionD,150,2406,1093,NonPreemptive,5.766666666666667,1098.7666666666667
42875,AITraining,915,52,187,Low,RegionD,150,2406,915,NonPreemptive,3.1166666666666667,918.1166666666667
42876,BatchInference,367,22,384,Medium,RegionD,80,2406,367,NonPreemptive,6.4,373.4
42877,BatchInference,1207,14,117,Medium,RegionD,80,2406,1207,NonPreemptive,1.95,1208.95
42878,RealTimeInference,868,5,258,High,RegionC,20,873,868,NonPreemptive,4.3,872.3
42879,AITraining,217,90,155,Low,RegionA,150,2406,217,NonPreemptive,2.5833333333333335,219.58333333333334
42880,AITraining,2192,127,111,Low,RegionD,150,2406,2192,NonPreemptive,1.85,2193.85
42881,BatchInference,363,8,45,Medium,RegionB,80,2406,363,NonPreemptive,0.75,363.75
42882,AITraining,338,120,70,Low,RegionD,150,2406,338,NonPreemptive,1.1666666666666667,339.1666666666667
42883,AITraining,219,92,156,Low,RegionE,150,2406,219,NonPreemptive,2.6,221.6
42884,AITraining,2207,115,10,Low,RegionF,150,2406,2207,NonPreemptive,0.16666666666666666,2207.1666666666665
42885,RealTimeInference,1943,1,25,High,RegionE,20,1944,1943,NonPreemptive,0.4166666666666667,1943.4166666666667
42886,BatchInference,1307,20,225,Medium,RegionA,80,2406,1307,NonPreemptive,3.75,1310.75
42887,BatchInference,536,22,249,Medium,RegionB,80,2406,536,NonPreemptive,4.15,540.15
42888,AITraining,1841,62,100,Low,RegionD,150,2406,1841,NonPreemptive,1.6666666666666667,1842.6666666666667
42889,BatchInference,814,17,265,Medium,RegionD,80,2406,814,NonPreemptive,4.416666666666667,818.4166666666666
42890,BatchInference,39,18,93,Medium,RegionD,80,2406,39,NonPreemptive,1.55,40.55
42891,RealTimeInference,1029,5,283,High,RegionC,20,1034,1029,NonPreemptive,4.716666666666667,1033.7166666666667
42892,RealTimeInference,138,4,205,High,RegionA,20,142,138,NonPreemptive,3.4166666666666665,141.41666666666666
42893,RealTimeInference,821,3,206,High,RegionA,20,825,821,NonPreemptive,3.433333333333333,824.4333333333333
42894,RealTimeInference,1583,2,314,High,RegionA,20,1589,1583,NonPreemptive,5.233333333333333,1588.2333333333333
42895,RealTimeInference,2299,3,52,High,RegionB,20,2300,2299,NonPreemptive,0.8666666666666667,2299.866666666667
42896,BatchInference,1173,14,159,Medium,RegionD,80,2406,1173,NonPreemptive,2.65,1175.65
42897,RealTimeInference,281,3,391,High,RegionC,20,288,281,NonPreemptive,6.516666666666667,287.51666666666665
42898,BatchInference,515,6,62,Medium,RegionF,80,2406,515,NonPreemptive,1.0333333333333334,516.0333333333333
42899,BatchInference,1931,11,155,Medium,RegionA,80,2406,1931,NonPreemptive,2.5833333333333335,1933.5833333333333
42900,AITraining,202,65,20,Low,RegionD,150,2406,202,NonPreemptive,0.3333333333333333,202.33333333333334
